epoch_idx	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@60	recall@60	ndcg@60	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
1.0	0.006795946974307299	0.012421421706676483	0.010011948248450461	0.006909504532814026	0.023972108960151672	0.014348860177977521	0.006434894632548094	0.033598173409700394	0.0175659364372809	0.006158281117677689	0.041694410145282745	0.020295321202037992	0.0057966457679867744	0.049721185117959976	0.022729192026715115
2.0	0.008542977273464203	0.016064835712313652	0.012375637982215148	0.007005590945482254	0.026298807933926582	0.015805478746107677	0.00642324797809124	0.03692957013845444	0.01924584926731051	0.005957372952252626	0.046058811247348785	0.02204758911922502	0.00555555522441864	0.054325755685567856	0.02442335358157876
3.0	0.008770090527832508	0.016646521165966988	0.014578174938203573	0.007459818385541439	0.02883162535727024	0.018523792130784856	0.0072443513199687	0.04082823172211647	0.02262515931225175	0.007009957917034626	0.051850222051143646	0.026163852380998796	0.006935708690434694	0.06370718032121658	0.02982851038260729
4.0	0.008438155055046082	0.01711159013211727	0.014215298797519862	0.008202306926250458	0.03254549950361252	0.019745581434670346	0.007914046756923199	0.04559546336531639	0.02419240996989017	0.007800489664077759	0.05933093652129173	0.028587485309291238	0.007596086710691452	0.07190986722707748	0.03237918709893274
5.0	0.011320754885673523	0.022716211155056953	0.02045038359679962	0.009512579068541527	0.036170411854982376	0.024963158622650066	0.00860121101140976	0.04837891459465027	0.029024428280264008	0.00804070569574833	0.0590907521545887	0.032493826504510125	0.007669462356716394	0.07078684866428375	0.03598161246190242
6.0	0.012631027959287167	0.023134443908929825	0.022698225177510387	0.010141509585082531	0.037302616983652115	0.027106940400533984	0.008898206986486912	0.04849106818437576	0.030769021478276884	0.008298392407596111	0.061350397765636444	0.03473838186441888	0.00782669335603714	0.07316283136606216	0.03821533191976573
7.0	0.014220824465155602	0.02529497817158699	0.023381197528916847	0.0120195671916008	0.04394306614995003	0.029434298145287783	0.010598650202155113	0.05960284546017647	0.03442895733980431	0.009372816421091557	0.07077572494745255	0.03784120385184007	0.00862683355808258	0.08222279697656631	0.04118691163880959
8.0	0.013731657527387142	0.02305980585515499	0.02355337902265102	0.011748776771128178	0.04255354776978493	0.0297286155758827	0.010156068950891495	0.056597355753183365	0.03417633897449391	0.00924178957939148	0.06929505616426468	0.03808598068408645	0.00876659620553255	0.08284321427345276	0.04208490283686047
9.0	0.01507687009871006	0.02866528183221817	0.025287498500924346	0.011713837273418903	0.04432025924324989	0.03014394113570199	0.010092009790241718	0.05730032920837402	0.03436371129579027	0.009084556251764297	0.07024070620536804	0.03825406788067866	0.008406708016991615	0.08237291872501373	0.041751044398679875
10.0	0.014902167022228241	0.027488943189382553	0.024895259579118898	0.011696366593241692	0.043671220541000366	0.029804237776846397	0.010278360918164253	0.05841872841119766	0.0345509443227086	0.009211217053234577	0.07014719396829605	0.03819507981227577	0.00861984584480524	0.083182193338871	0.04199998103483803
11.0	0.014919635839760303	0.028518591076135635	0.024232148696734287	0.012307826429605484	0.04659296199679375	0.030285529830758592	0.01097134966403246	0.063243567943573	0.03573472819625166	0.009953704662621021	0.07666265219449997	0.039906924303135846	0.00914046075195074	0.08814641833305359	0.043302434152799156
12.0	0.014884695410728455	0.029450470581650734	0.027820623834533216	0.012229210697114468	0.046749297529459	0.03344573268632791	0.010872351005673409	0.062049370259046555	0.038428763667420325	0.009809574112296104	0.07538732886314392	0.04249745968859832	0.009014674462378025	0.08658761531114578	0.045867548541834696
13.0	0.01512928120791912	0.029606470838189125	0.027289201662235377	0.012543676421046257	0.049391280859708786	0.03360337495740518	0.011477988213300705	0.06738003343343735	0.039598567318927094	0.010268169455230236	0.08135831356048584	0.04383988636397455	0.009266247041523457	0.09188845008611679	0.0469230302903124
14.0	0.015338924713432789	0.02877371944487095	0.02577782425664917	0.012517470866441727	0.04873054847121239	0.032063047812646565	0.011081994511187077	0.06583104282617569	0.03758424701644302	0.00997554138302803	0.07914352416992188	0.0417066244973248	0.009203353896737099	0.09125123918056488	0.045309640101210163
15.0	0.016247378662228584	0.030119508504867554	0.02711712315709173	0.013093991205096245	0.0516827329993248	0.033830551357853365	0.011460518464446068	0.06689087301492691	0.03881570564466333	0.010508386418223381	0.08171334862709045	0.043478171484592855	0.009654088877141476	0.09520312398672104	0.04734393561488252
16.0	0.017435360699892044	0.03215348348021507	0.029311631131426524	0.01343466155230999	0.05129067227244377	0.03503574748057971	0.011763336136937141	0.06838065385818481	0.040545014668255476	0.010726764798164368	0.0833624005317688	0.04521099941162492	0.00963661726564169	0.09442982822656631	0.04838275588438124
17.0	0.016596784815192223	0.03164961189031601	0.030801894333111517	0.013085256330668926	0.05132504180073738	0.03673341144477527	0.011740040965378284	0.0694819986820221	0.04265508383839436	0.010538958944380283	0.08385713398456573	0.04700604788648952	0.009675052016973495	0.09587930142879486	0.0505719442416502
18.0	0.016299791634082794	0.03113717772066593	0.030904850386986413	0.013434662483632565	0.05163988098502159	0.037439369161653115	0.011868157424032688	0.07022001594305038	0.043321549400193525	0.010744234547019005	0.08433151245117188	0.047730959457694594	0.009863731451332569	0.09789235144853592	0.05164941325570006
19.0	0.01638714224100113	0.03198755905032158	0.03249172163290124	0.013583159074187279	0.05279975384473801	0.039133022598928924	0.012188446708023548	0.07265572994947433	0.04546413652094936	0.010805381461977959	0.08554048091173172	0.04940997338723789	0.009856742806732655	0.09884718060493469	0.05317996734271191
20.0	0.017208246514201164	0.03288775309920311	0.03200231019859001	0.014185884967446327	0.05451115593314171	0.03881055063588521	0.012374797835946083	0.07271277904510498	0.04459556360178744	0.011146051809191704	0.08901185542345047	0.04944441397751442	0.010146750137209892	0.10159014165401459	0.053077414617212736
21.0	0.016649197787046432	0.0316094309091568	0.029750109722528343	0.013618100434541702	0.052220214158296585	0.03619878604537464	0.012176800519227982	0.07220399379730225	0.04258936829108664	0.010962613858282566	0.08729943633079529	0.04716247558638228	0.009919635951519012	0.09963647276163101	0.05068538119080232
22.0	0.015793152153491974	0.02939397469162941	0.0285996489395459	0.0135220130905509	0.052205927670001984	0.03594465656963995	0.012060332112014294	0.07130324840545654	0.042107513900853946	0.010936408303678036	0.08685481548309326	0.046838345361720275	0.009961565025150776	0.1004001647233963	0.05066238495330993
23.0	0.01780223846435547	0.03300030529499054	0.029952594574747478	0.01448287907987833	0.055716704577207565	0.03707129880332587	0.012601910158991814	0.07536730915307999	0.04323725293250716	0.011237770318984985	0.09080082178115845	0.04786276590307784	0.010185184888541698	0.10279963165521622	0.05139062668533487
24.0	0.017365479841828346	0.032270532101392746	0.030972629404518014	0.014316911809146404	0.05562588945031166	0.038223953991697264	0.012444677762687206	0.0749637559056282	0.044264861708544226	0.011242139153182507	0.09190186113119125	0.04933235908481997	0.010188679210841656	0.1040838360786438	0.05284607055213216
25.0	0.01802934892475605	0.03588734567165375	0.03313092748577341	0.014517820440232754	0.05745551362633705	0.039840556469190866	0.012922199442982674	0.07832633703947067	0.04645537079004914	0.011512928642332554	0.09376741200685501	0.05107488992705667	0.010412299074232578	0.1063852608203888	0.054732618337483496
26.0	0.017417890951037407	0.03356510400772095	0.03262499324974403	0.014351852238178253	0.057161200791597366	0.03986469410457791	0.012741672806441784	0.07805918157100677	0.046470690226612946	0.011342593468725681	0.09295953810214996	0.05099201587496735	0.01034940592944622	0.10602518916130066	0.05480454972163366
